LotArea,Neighborhood,BldgType,YearBuilt,YearRemodAdd,MasVnrArea,TotalBsmtSF,CentralAir,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageType,GarageYrBlt,GarageCars,GarageArea,MoSold,YrSold,SalePrice,Siding
8320,CollgCr,1Fam,2004,2004,0.0,770,Y,770,812,1582,0,0,2,1,3,1,6,0,Attchd,2004.0,2,520,9,2008,185900,VinylSd
13478,NridgHt,1Fam,2008,2008,420.0,1722,Y,1728,568,2296,1,0,2,1,3,1,10,1,BuiltIn,2008.0,3,842,6,2009,451950,CemntBd
6600,Mitchel,1Fam,1982,2003,0.0,816,Y,816,0,816,1,0,1,0,2,1,4,0,Detchd,1985.0,2,816,6,2008,138000,HdBoard
4435,CollgCr,TwnhsE,2003,2003,170.0,848,Y,848,0,848,1,0,1,0,1,1,4,0,Attchd,2003.0,2,420,5,2009,140000,VinylSd
7990,CollgCr,1Fam,1975,1975,0.0,924,Y,924,0,924,0,0,1,0,3,1,5,0,Detchd,1981.0,1,280,4,2008,110000,HdBoard
11302,StoneBr,1Fam,2005,2006,238.0,1814,Y,1826,0,1826,1,0,2,0,3,1,7,1,Attchd,2005.0,3,758,8,2006,319000,VinylSd
3600,OldTown,1Fam,1910,1993,0.0,684,N,684,684,1368,0,0,1,0,3,1,7,0,Detchd,1930.0,1,216,10,2006,114504,VinylSd
3922,Blmngtn,TwnhsE,2006,2007,72.0,1258,Y,1402,0,1402,0,2,0,2,2,1,7,1,Attchd,2006.0,3,648,2,2007,194201,VinylSd
12984,Crawfor,1Fam,1977,1977,459.0,1430,Y,1647,0,1647,1,0,2,0,3,1,7,1,Attchd,1977.0,2,621,3,2006,217500,Plywood
1950,Blueste,Twnhs,1980,1980,0.0,716,Y,716,840,1556,1,0,2,1,3,1,6,1,Attchd,1980.0,2,452,7,2008,151000,MetalSd
10927,NridgHt,1Fam,2005,2005,280.0,1058,Y,1058,846,1904,1,0,2,1,3,1,8,1,BuiltIn,2003.0,2,736,6,2006,275000,VinylSd
9000,IDOTRR,1Fam,1937,1950,0.0,780,Y,780,595,1375,0,0,1,1,3,1,6,1,Detchd,1979.0,1,544,12,2007,141000,Wd Sdng
10041,SawyerW,1Fam,1992,1992,0.0,908,Y,927,988,1915,1,0,2,1,3,1,8,1,Attchd,1992.0,2,506,2,2006,220000,HdBoard
3182,Somerst,TwnhsE,2004,2005,0.0,600,Y,600,600,1200,0,0,2,1,2,1,4,0,Detchd,2004.0,2,480,6,2010,151000,MetalSd
12803,CollgCr,1Fam,2002,2002,99.0,1494,Y,1494,0,1494,1,0,2,0,3,1,6,1,Attchd,2002.0,2,530,9,2008,221000,VinylSd
13600,NAmes,1Fam,1965,1990,176.0,768,Y,1186,800,1986,0,0,2,1,3,1,7,3,Attchd,1965.0,2,486,10,2009,205000,HdBoard
12464,CollgCr,1Fam,1996,1996,0.0,1040,Y,1040,0,1040,1,0,1,0,3,1,6,0,Detchd,2000.0,2,576,11,2009,152000,VinylSd
7800,Edwards,1Fam,1948,2002,0.0,896,Y,1112,896,2008,1,0,3,0,3,1,8,0,Attchd,1948.0,1,230,8,2006,225000,MetalSd
7943,Sawyer,1Fam,1961,1961,192.0,1029,Y,1029,0,1029,1,0,1,0,3,1,5,0,Attchd,1961.0,1,261,4,2007,118500,VinylSd
11050,CollgCr,1Fam,2000,2000,204.0,1440,Y,1476,677,2153,1,0,2,1,3,1,8,2,Attchd,2000.0,3,736,5,2009,313000,VinylSd
10395,NWAmes,1Fam,1978,1978,233.0,1032,Y,1032,0,1032,0,1,2,0,3,1,6,1,Attchd,1978.0,2,564,7,2007,148000,HdBoard
11885,CollgCr,1Fam,2001,2001,108.0,1299,Y,1299,573,1872,1,0,2,1,3,1,7,1,BuiltIn,2001.0,2,531,11,2009,261500,VinylSd
8402,Mitchel,1Fam,2007,2007,0.0,1120,Y,1120,0,1120,0,0,1,0,3,1,6,0,0,0.0,0,0,12,2007,147000,VinylSd
1491,MeadowV,TwnhsE,1972,1972,0.0,630,Y,630,0,630,1,0,1,0,1,1,3,0,0,0.0,0,0,5,2010,75500,CemntBd
8800,NAmes,1Fam,1963,1963,156.0,936,Y,1054,0,1054,1,0,1,0,3,1,6,0,Attchd,1963.0,2,480,5,2010,137500,MetalSd
7861,Gilbert,1Fam,2002,2003,0.0,783,Y,807,702,1509,1,0,2,1,3,1,7,1,Attchd,2002.0,2,393,6,2006,183200,VinylSd
7227,NAmes,1Fam,1954,1954,0.0,832,Y,832,0,832,0,0,1,0,2,1,4,0,Detchd,1962.0,2,528,6,2008,105500,MetalSd
11694,NridgHt,1Fam,2007,2007,452.0,1822,Y,1828,0,1828,0,0,2,0,3,1,9,1,Attchd,2007.0,3,774,7,2007,314813,CemntBd
12244,Timber,1Fam,2003,2003,226.0,1482,Y,1482,780,2262,1,0,2,1,4,1,10,2,Attchd,2003.0,3,749,8,2008,305000,VinylSd
8248,Edwards,1Fam,1914,1950,0.0,864,N,864,0,864,1,0,1,0,2,1,5,0,0,0.0,0,0,9,2008,67000,Stucco
7064,Sawyer,1Fam,1977,1977,153.0,980,Y,980,0,980,0,0,1,0,3,1,6,0,Detchd,1986.0,2,484,7,2009,135000,Plywood
2117,Somerst,TwnhsE,2000,2000,513.0,756,Y,756,756,1512,0,0,2,1,2,1,4,1,Detchd,2000.0,2,440,6,2007,168500,MetalSd
10400,NWAmes,1Fam,1972,1972,288.0,732,Y,1012,778,1790,1,0,1,2,4,1,8,1,Attchd,1972.0,2,484,11,2006,165150,VinylSd
10000,NAmes,1Fam,1962,1962,261.0,1116,Y,1116,0,1116,0,0,1,1,3,1,5,0,Attchd,1962.0,2,440,2,2010,160000,Wd Sdng
12342,NAmes,1Fam,1960,1978,0.0,978,Y,1422,0,1422,0,0,1,0,3,1,6,1,Attchd,1960.0,1,286,8,2007,139900,Wd Sdng
9600,NAmes,1Fam,1955,1972,164.0,1156,Y,1520,0,1520,1,0,1,0,3,1,7,2,Basment,1955.0,1,364,3,2010,153000,AsbShng
11606,NAmes,1Fam,1969,1969,192.0,1040,Y,1040,1040,2080,0,1,1,2,5,1,9,2,Attchd,1969.0,2,504,9,2007,135000,Plywood
9020,NAmes,1Fam,1964,1964,259.0,1248,Y,1350,0,1350,1,0,1,1,3,1,6,0,Attchd,1964.0,2,520,6,2008,168500,Plywood
4590,NridgHt,Twnhs,2006,2006,108.0,1554,Y,1554,0,1554,0,0,2,0,2,1,6,1,Attchd,2006.0,2,627,8,2007,209500,VinylSd
11900,NWAmes,1Fam,1977,1977,209.0,1386,Y,1411,0,1411,0,0,2,0,3,1,6,1,Attchd,1977.0,2,544,4,2009,82500,Plywood
9250,NAmes,1Fam,1954,2005,0.0,1056,Y,1056,0,1056,0,1,1,0,3,1,6,0,Attchd,1954.0,1,260,7,2007,139400,Wd Sdng
6120,BrkSide,1Fam,1936,1950,0.0,264,N,800,0,800,0,0,1,0,1,1,4,1,0,0.0,0,0,1,2009,60000,AsbShng
8777,Edwards,1Fam,1910,1950,0.0,796,Y,796,0,796,0,0,1,0,2,1,4,0,0,0.0,0,0,5,2008,85000,MetalSd
3982,Blmngtn,TwnhsE,2006,2006,0.0,1520,Y,1567,0,1567,1,0,2,0,1,1,7,1,Attchd,2006.0,3,648,10,2006,264561,VinylSd
12677,NridgHt,TwnhsE,2003,2004,472.0,1518,Y,1518,0,1518,0,0,1,1,1,1,6,1,Attchd,2003.0,2,588,4,2008,274000,MetalSd
7050,Somerst,1Fam,2001,2001,0.0,1057,Y,1057,872,1929,1,0,2,1,3,1,7,1,Attchd,2001.0,2,650,5,2007,226000,VinylSd
10793,NWAmes,1Fam,1969,1969,263.0,780,Y,780,840,1620,0,0,2,1,4,1,7,0,Attchd,1969.0,2,462,4,2007,152000,WdShing
9187,Somerst,1Fam,2009,2009,162.0,1766,Y,1766,0,1766,1,0,2,1,2,1,7,1,Attchd,2009.0,3,478,10,2009,370878,CemntBd
10530,NAmes,1Fam,1971,1971,0.0,981,Y,981,0,981,1,0,1,1,3,1,5,0,Detchd,1979.0,2,576,3,2007,143250,Plywood
7200,NAmes,1Fam,1950,1950,0.0,0,Y,1048,0,1048,0,0,1,0,3,1,7,0,Detchd,1950.0,2,420,7,2008,98300,MetalSd
10452,Edwards,1Fam,1953,1953,216.0,1094,Y,1094,0,1094,0,0,1,0,3,1,5,2,Attchd,1953.0,2,495,6,2008,155000,Wd Sdng
7700,NAmes,1Fam,1966,1966,351.0,756,Y,1051,788,1839,0,0,1,1,4,1,7,1,Attchd,1966.0,2,442,6,2010,155000,MetalSd
1936,MeadowV,Twnhs,1970,1970,0.0,630,Y,630,0,630,1,0,1,0,1,1,3,0,0,0.0,0,0,12,2007,84500,CemntBd
8125,Somerst,1Fam,2007,2007,0.0,813,Y,822,843,1665,0,0,2,1,3,1,7,0,Attchd,2007.0,2,562,5,2008,205950,CemntBd
9084,Edwards,1Fam,1940,1950,0.0,755,Y,755,755,1510,1,0,1,0,4,1,7,1,Detchd,1940.0,1,296,10,2009,108000,MetalSd
8750,CollgCr,1Fam,1996,1996,0.0,880,Y,909,807,1716,0,0,2,1,2,1,7,1,Attchd,1996.0,2,512,7,2009,191000,VinylSd
10320,IDOTRR,1Fam,1906,1995,0.0,756,Y,756,713,1469,0,0,1,0,3,1,7,0,Detchd,1906.0,1,216,6,2008,135000,MetalSd
1680,BrDale,Twnhs,1971,1971,381.0,525,Y,525,567,1092,0,0,1,1,3,1,6,0,Detchd,1971.0,1,264,3,2010,88000,HdBoard
10007,NAmes,1Fam,1959,2006,54.0,1053,Y,1053,0,1053,1,0,1,1,3,1,5,0,Attchd,1959.0,1,312,8,2008,145500,HdBoard
7200,Crawfor,1Fam,1931,2000,0.0,776,Y,851,651,1502,0,0,1,1,3,1,6,1,Attchd,1931.0,1,270,2,2008,149000,Stucco
17503,NAmes,1Fam,1948,1950,0.0,912,Y,912,546,1458,0,1,1,0,3,1,6,1,Attchd,1948.0,1,330,1,2010,97500,VinylSd
9937,Edwards,1Fam,1964,1999,0.0,1486,Y,1486,0,1486,1,0,1,0,3,1,7,0,Detchd,1968.0,2,480,3,2009,167000,MetalSd
12384,NWAmes,1Fam,1976,1976,233.0,793,Y,1142,793,1935,0,0,2,1,3,1,7,1,Attchd,1976.0,2,550,11,2007,197900,Plywood
13560,NAmes,1Fam,1968,1968,216.0,1392,Y,1392,0,1392,1,0,1,0,2,1,5,2,Attchd,1968.0,2,576,7,2009,110000,Wd Sdng
10012,Edwards,1Fam,1972,1972,0.0,1138,Y,1181,0,1181,1,0,2,0,3,1,6,0,Detchd,1974.0,2,588,4,2008,137500,Plywood
11194,Gilbert,1Fam,2000,2000,40.0,1406,Y,1454,482,1936,0,0,2,1,3,1,7,1,Attchd,2000.0,2,504,11,2006,230500,VinylSd
18450,NAmes,1Fam,1965,1979,113.0,1021,Y,1465,915,2380,0,0,2,1,3,1,7,1,CarPort,1965.0,2,596,8,2007,129000,Plywood
8125,SawyerW,1Fam,1994,1998,258.0,1408,Y,1679,0,1679,1,0,2,0,3,1,7,1,Attchd,1994.0,2,575,10,2008,193500,HdBoard
14175,Sawyer,1Fam,1956,1987,0.0,1188,Y,1437,0,1437,1,0,1,1,3,1,6,1,Detchd,1999.0,2,576,11,2006,168000,CemntBd
11600,Crawfor,1Fam,1922,1950,0.0,700,Y,1180,0,1180,0,0,1,0,2,1,5,1,Detchd,1922.0,1,252,7,2006,137500,MetalSd
8633,CollgCr,1Fam,2005,2005,0.0,738,Y,738,738,1476,1,0,2,1,3,1,7,0,Attchd,2005.0,2,540,2,2009,173500,VinylSd
6629,Edwards,1Fam,1925,1950,0.0,672,N,697,672,1369,1,0,2,0,3,1,6,0,Detchd,1930.0,1,300,7,2009,103600,Wd Sdng
11250,Veenker,1Fam,1977,1977,0.0,1208,Y,1208,0,1208,1,0,1,1,3,1,6,1,Attchd,1977.0,2,546,6,2006,165000,Plywood
14442,Crawfor,1Fam,1957,2004,106.0,1477,Y,1839,0,1839,1,0,2,0,3,1,7,2,Attchd,1957.0,2,416,6,2007,257500,CemntBd
9200,NAmes,1Fam,1965,1965,0.0,1136,Y,1136,0,1136,1,0,1,0,3,1,5,1,Attchd,1965.0,1,384,7,2008,140000,HdBoard
2289,NPkVill,Twnhs,1978,1978,0.0,855,Y,855,586,1441,0,0,2,1,3,1,7,1,Attchd,1978.0,2,440,4,2009,148500,Plywood
9022,OldTown,1Fam,1924,2006,0.0,768,Y,792,0,792,0,0,1,0,2,1,5,0,Detchd,1924.0,1,240,5,2009,109500,VinylSd
9945,Sawyer,1Fam,1961,1961,57.0,988,Y,988,0,988,1,0,1,0,3,1,5,0,Detchd,1963.0,2,572,10,2007,128500,Wd Sdng
8012,SawyerW,TwnhsE,1980,1980,0.0,923,Y,923,0,923,0,0,2,0,2,1,5,1,Attchd,1980.0,1,264,5,2010,143000,Plywood
4500,SWISU,1Fam,1932,2000,0.0,793,Y,848,672,1520,0,0,1,0,3,1,6,0,Detchd,1968.0,1,281,7,2009,159434,VinylSd
2887,ClearCr,1Fam,1996,1997,0.0,1291,Y,1291,0,1291,1,0,1,0,2,1,6,1,Attchd,1996.0,2,431,11,2008,173000,Wd Sdng
11248,CollgCr,1Fam,2002,2002,215.0,1626,Y,1668,0,1668,1,0,2,0,3,1,7,1,Attchd,2002.0,3,702,7,2007,285000,VinylSd
16770,NoRidge,1Fam,1998,1998,30.0,1195,Y,1195,644,1839,0,0,2,1,4,1,7,0,Attchd,1998.0,2,486,6,2010,221000,VinylSd
5062,StoneBr,TwnhsE,1984,1984,0.0,1190,Y,1190,900,2090,1,0,2,0,3,1,6,1,Attchd,1984.0,2,577,9,2007,207500,HdBoard
10207,Somerst,1Fam,2007,2007,0.0,874,Y,874,887,1761,0,0,3,0,3,1,7,0,Attchd,2007.0,2,578,8,2007,227875,VinylSd
5105,Somerst,TwnhsE,2004,2004,0.0,551,Y,551,551,1102,0,0,2,1,2,1,4,0,Detchd,2004.0,2,480,3,2007,148800,MetalSd
8089,StoneBr,1Fam,2007,2007,0.0,1419,Y,1419,0,1419,1,0,2,0,2,1,7,1,Attchd,2007.0,2,567,10,2007,392000,MetalSd
7577,NridgHt,TwnhsE,2005,2006,256.0,1362,Y,1362,0,1362,0,0,2,0,2,1,6,1,Attchd,2005.0,2,460,6,2007,194700,VinylSd
4426,CollgCr,TwnhsE,2004,2004,147.0,848,Y,848,0,848,1,0,1,0,1,1,3,1,Attchd,2004.0,2,420,5,2008,141000,VinylSd
5400,OldTown,1Fam,1921,1968,0.0,1073,Y,1073,0,1073,0,0,1,0,2,1,4,0,Detchd,1968.0,1,326,12,2006,108480,MetalSd
6120,BrkSide,1Fam,1936,1950,0.0,927,Y,1067,472,1539,0,0,1,1,3,1,5,0,Detchd,1995.0,2,576,4,2009,141500,Wd Sdng
13811,Timber,1Fam,1987,1987,72.0,1112,Y,1137,0,1137,1,0,2,0,2,1,5,1,Attchd,1987.0,2,551,7,2006,176000,HdBoard
6000,BrkSide,1Fam,1921,1950,0.0,616,Y,616,0,616,0,0,1,0,2,1,4,0,Detchd,1921.0,1,205,6,2006,89000,Wd Sdng
6420,Edwards,1Fam,1952,1952,0.0,980,Y,1148,0,1148,0,1,1,0,2,1,6,0,Detchd,1952.0,1,308,9,2006,123500,Wd Sdng
8450,Sawyer,1Fam,1965,2009,0.0,894,Y,894,0,894,1,0,1,0,3,1,5,1,Detchd,1973.0,1,336,4,2010,138500,MetalSd
4282,Somerst,TwnhsE,2004,2004,0.0,1391,Y,1391,0,1391,0,0,2,0,2,1,5,0,Attchd,2004.0,2,530,7,2008,196000,MetalSd
14331,Timber,1Fam,2002,2002,630.0,1800,Y,1800,0,1800,1,0,2,0,3,1,7,1,Attchd,2002.0,3,765,5,2006,312500,VinylSd
9600,NWAmes,1Fam,1969,1969,168.0,1164,Y,1164,0,1164,0,0,1,1,3,1,6,0,Attchd,1969.0,2,528,7,2006,140000,HdBoard
8400,CollgCr,1Fam,2004,2005,109.0,1473,Y,1484,0,1484,1,0,2,0,3,1,7,0,Attchd,2004.0,2,606,5,2010,213000,VinylSd
6240,NridgHt,TwnhsE,2006,2006,176.0,1324,Y,1324,0,1324,1,0,2,0,2,1,6,1,Attchd,2006.0,2,550,12,2009,254000,MetalSd
9018,Gilbert,1Fam,2007,2007,0.0,728,Y,728,728,1456,0,0,2,1,3,1,8,1,Attchd,2007.0,2,400,7,2007,179540,VinylSd
7162,Sawyer,1Fam,1966,1966,41.0,876,Y,904,0,904,0,0,1,0,3,1,6,0,Attchd,1966.0,1,408,12,2008,109900,HdBoard
4130,BrkSide,1Fam,1935,2003,0.0,270,Y,729,0,729,0,0,1,0,2,1,5,0,0,0.0,0,0,7,2008,52000,VinylSd
8712,IDOTRR,1Fam,1900,1950,0.0,859,Y,859,319,1178,0,0,1,0,2,1,7,0,Detchd,1964.0,1,384,1,2010,102776,MetalSd
4671,StoneBr,TwnhsE,1988,1989,0.0,1228,Y,1228,0,1228,1,0,2,0,2,1,5,1,Attchd,1988.0,2,472,10,2008,189000,HdBoard
9873,BrkSide,2fmCon,1970,1970,160.0,960,N,960,0,960,1,0,1,0,3,1,6,0,Detchd,1970.0,2,576,5,2006,129000,HdBoard
13517,Sawyer,1Fam,1976,2005,289.0,725,Y,725,754,1479,0,0,2,1,3,1,6,0,Attchd,1976.0,2,475,3,2010,130500,HdBoard
10140,NWAmes,1Fam,1974,1974,174.0,1064,Y,1350,0,1350,0,0,2,0,3,1,7,1,Attchd,1974.0,2,478,8,2009,165000,HdBoard
10000,NWAmes,1Fam,1973,2000,0.0,1176,Y,1178,0,1178,0,1,1,1,3,1,5,1,Attchd,1973.0,2,439,11,2008,157000,HdBoard
10542,NoRidge,1Fam,1993,1994,651.0,1311,Y,1325,1093,2418,1,0,2,1,3,1,9,1,Attchd,1993.0,3,983,8,2008,341000,Wd Sdng
9920,CollgCr,1Fam,1969,1969,0.0,971,Y,971,0,971,0,0,1,1,3,1,5,1,Attchd,1969.0,1,300,5,2006,128500,HdBoard
6563,StoneBr,1Fam,1985,1985,0.0,1742,Y,1742,0,1742,1,0,2,0,2,1,5,1,Attchd,1985.0,2,564,12,2006,275000,HdBoard
4426,CollgCr,TwnhsE,2004,2004,169.0,848,Y,848,0,848,1,0,1,0,1,1,3,0,Attchd,2004.0,2,420,5,2010,143000,VinylSd
8120,NAmes,1Fam,1970,1970,0.0,864,Y,864,0,864,0,0,1,0,3,1,5,0,Detchd,1994.0,2,463,7,2009,124500,MetalSd
8172,Edwards,1Fam,1954,1972,0.0,941,Y,997,473,1470,0,0,2,0,4,1,7,0,Detchd,1958.0,1,548,5,2008,135000,MetalSd
13286,Edwards,1Fam,2007,2008,340.0,1698,Y,1698,0,1698,1,0,2,0,3,1,8,1,Attchd,2007.0,3,768,2,2009,320000,CemntBd
6960,NAmes,1Fam,1970,1970,0.0,864,Y,864,0,864,0,0,1,0,3,1,5,0,Detchd,1989.0,2,660,11,2009,120500,HdBoard
21695,Crawfor,1Fam,1988,2007,260.0,880,Y,1680,0,1680,1,0,2,0,3,1,5,1,Attchd,1988.0,2,540,12,2009,222000,Wd Sdng
7314,CollgCr,1Fam,2007,2007,82.0,1232,Y,1232,0,1232,1,0,2,0,2,1,6,0,Attchd,2007.0,2,632,2,2009,194500,VinylSd
6240,IDOTRR,1Fam,1925,1950,0.0,780,Y,848,0,1208,0,0,1,0,2,1,5,0,Detchd,1962.0,2,539,1,2009,103000,MetalSd
5389,StoneBr,TwnhsE,1995,1996,0.0,1595,Y,1616,0,1616,1,0,2,0,2,1,5,1,Attchd,1995.0,2,608,3,2010,236500,CemntBd
9590,Timber,1Fam,2003,2003,442.0,868,Y,1146,0,1146,1,0,2,0,3,1,6,1,Attchd,2003.0,2,438,5,2007,187500,VinylSd
11404,CollgCr,1Fam,1998,1999,202.0,1153,Y,1153,878,2031,0,0,2,1,3,1,8,1,Attchd,1998.0,2,541,7,2008,222500,VinylSd
10000,Sawyer,1Fam,1961,1983,0.0,864,Y,1144,0,1144,1,0,1,0,3,1,6,1,Attchd,1961.0,1,264,3,2009,131400,HdBoard
8978,Sawyer,1Fam,1968,1968,0.0,948,Y,948,0,948,0,0,1,0,3,1,6,0,Attchd,1968.0,1,300,5,2007,108000,Plywood
10800,OldTown,1Fam,1914,1970,0.0,880,N,880,888,1768,0,0,1,1,2,1,6,2,Detchd,1914.0,2,320,10,2006,163000,Wd Sdng
10463,Gilbert,1Fam,2005,2005,0.0,893,Y,901,900,1801,0,0,2,1,3,1,8,1,Attchd,2005.0,3,800,6,2006,239900,VinylSd
9313,CollgCr,1Fam,2004,2004,0.0,864,Y,864,864,1728,0,0,2,1,3,1,7,0,Attchd,2004.0,2,572,4,2009,190000,VinylSd
9600,OldTown,1Fam,1910,2002,0.0,264,Y,768,664,1432,0,0,2,0,2,1,7,0,Detchd,1910.0,2,360,5,2007,132000,Wd Sdng
6768,Sawyer,1Fam,1961,1996,0.0,912,Y,912,0,912,1,1,1,0,3,1,5,0,Detchd,1962.0,1,288,5,2008,142000,HdBoard
8450,SawyerW,1Fam,2000,2001,108.0,1349,Y,1349,0,1349,0,0,2,0,3,1,6,0,Attchd,2000.0,2,539,12,2007,179000,VinylSd
12886,Sawyer,1Fam,1963,1999,0.0,520,Y,1464,0,1464,0,1,2,0,3,1,6,1,Attchd,1997.0,2,480,10,2009,175000,HdBoard
5395,StoneBr,TwnhsE,1993,1993,0.0,1337,Y,1337,0,1337,1,0,2,0,2,1,5,1,Attchd,1993.0,2,462,10,2008,180000,HdBoard
8795,Gilbert,1Fam,2000,2000,0.0,952,Y,980,1276,2256,0,0,2,1,4,1,8,1,BuiltIn,2000.0,2,554,4,2009,236000,VinylSd
10593,NoRidge,1Fam,1996,1996,338.0,1720,Y,1720,0,1720,1,0,2,0,3,1,7,1,Attchd,1996.0,2,527,3,2010,260400,VinylSd
8405,Edwards,1Fam,1945,1950,0.0,0,N,1088,441,1529,0,0,2,0,4,1,9,0,Detchd,1945.0,1,240,4,2009,98000,WdShing
8800,OldTown,1Fam,1910,2004,0.0,576,Y,792,348,1140,0,0,1,0,3,1,7,0,0,0.0,0,0,6,2010,96500,Wd Sdng
7750,Gilbert,1Fam,2003,2003,0.0,660,Y,660,660,1320,0,0,2,1,3,1,6,0,Attchd,2003.0,2,400,8,2007,162000,VinylSd
9236,CollgCr,1Fam,1997,1997,0.0,1479,Y,1494,0,1494,1,0,2,0,3,1,6,0,Attchd,1997.0,2,576,7,2006,217000,VinylSd
10240,NridgHt,1Fam,2005,2005,178.0,1030,Y,1038,1060,2098,0,0,2,1,3,1,8,1,Attchd,2005.0,3,878,3,2006,275500,VinylSd
7930,NAmes,1Fam,1969,2005,0.0,1026,Y,1026,0,1026,1,0,1,0,3,1,5,0,Detchd,1969.0,2,440,7,2009,156000,Plywood
3230,Somerst,TwnhsE,1999,1999,894.0,729,Y,742,729,1471,0,0,2,1,3,1,6,0,Detchd,1999.0,2,440,3,2009,172500,MetalSd
10769,CollgCr,1Fam,2007,2007,0.0,866,Y,866,902,1768,0,0,2,1,3,1,7,0,Attchd,2007.0,2,578,4,2009,212000,VinylSd
11616,Sawyer,1Fam,1978,1978,328.0,672,Y,672,714,1386,0,0,2,1,3,1,6,1,Attchd,1978.0,2,440,4,2010,158900,HdBoard
2280,Somerst,Twnhs,1999,1999,360.0,744,Y,757,744,1501,0,0,2,1,3,1,6,0,Detchd,1999.0,2,440,8,2008,179400,MetalSd
9100,NAmes,1Fam,1959,1959,0.0,864,Y,864,0,864,0,0,1,0,2,1,5,0,Detchd,2008.0,1,300,10,2009,127500,Wd Sdng
6911,BrkSide,1Fam,1924,1950,0.0,1145,Y,1301,0,1301,0,0,1,0,2,1,5,0,Detchd,1965.0,2,440,10,2009,100000,Wd Sdng
8640,Somerst,1Fam,2009,2009,0.0,756,Y,764,783,1547,0,0,2,1,3,1,7,0,Attchd,2009.0,2,614,6,2010,215200,VinylSd
9430,NoRidge,1Fam,1999,1999,673.0,1252,Y,1268,1097,2365,1,0,2,1,3,1,8,1,Attchd,1999.0,3,856,7,2009,337000,VinylSd
9549,Veenker,TwnhsE,1995,1996,0.0,1494,Y,1494,0,1494,1,0,1,1,2,1,6,1,Attchd,1995.0,2,481,4,2006,270000,BrkFace
14587,Somerst,1Fam,2008,2008,284.0,1498,Y,1506,0,1506,0,0,2,0,2,1,6,1,Attchd,2008.0,2,592,8,2008,264132,VinylSd
10421,NWAmes,1Fam,1988,1988,42.0,980,Y,980,734,1714,0,0,2,1,3,1,7,1,Attchd,1988.0,2,496,3,2010,196500,HdBoard
12508,Mitchel,1Fam,1940,1985,0.0,983,Y,983,767,1750,1,0,2,0,4,1,7,0,Attchd,1989.0,1,423,7,2008,160000,VinylSd
9100,CollgCr,1Fam,2004,2005,0.0,1860,Y,1836,0,1836,0,0,2,0,3,1,8,1,Attchd,2004.0,2,484,10,2006,216837,VinylSd
7252,Sawyer,1Fam,1982,1982,0.0,858,Y,858,0,858,1,0,1,0,2,1,5,0,Detchd,1983.0,2,576,4,2009,134900,Wd Sdng
8877,Edwards,1Fam,1951,1951,0.0,836,Y,1220,0,1220,0,0,1,0,2,1,6,0,Detchd,1951.0,2,396,4,2006,102000,Wd Sdng
7819,Edwards,1Fam,1976,1976,0.0,1029,Y,1117,0,1117,1,0,1,0,3,1,6,1,Detchd,1976.0,2,672,3,2010,107000,Plywood
10150,NAmes,1Fam,1958,1958,1.0,912,Y,912,0,912,0,0,1,0,2,1,5,0,Attchd,1958.0,1,275,7,2007,114500,Wd Sdng
14226,NridgHt,1Fam,2006,2006,375.0,1935,Y,1973,0,1973,0,0,2,0,3,1,9,1,Attchd,2006.0,3,895,7,2007,395000,VinylSd
4500,Mitchel,TwnhsE,1998,1998,320.0,1204,Y,1204,0,1204,1,0,2,0,2,1,5,0,Attchd,1998.0,2,412,6,2009,162000,VinylSd
11210,CollgCr,1Fam,2005,2006,240.0,1614,Y,1614,0,1614,0,0,2,0,3,1,7,0,Attchd,2005.0,3,865,7,2006,221500,VinylSd
13350,Sawyer,1Fam,1974,1974,0.0,864,Y,894,0,894,1,0,1,0,3,1,5,1,Attchd,1974.0,2,440,6,2006,142500,HdBoard
10530,Mitchel,Duplex,1977,1977,90.0,975,Y,1004,0,1004,1,0,1,0,2,1,4,0,Attchd,1977.0,2,504,5,2006,135000,Plywood
7875,Gilbert,1Fam,1995,1996,38.0,1237,Y,1253,0,1253,0,0,2,0,3,1,6,1,Attchd,1995.0,2,402,6,2007,176000,HdBoard
7153,SawyerW,1Fam,1992,1992,0.0,761,Y,810,793,1603,0,0,2,1,3,1,7,0,Attchd,1992.0,2,484,7,2006,175900,VinylSd
16285,CollgCr,1Fam,2001,2002,0.0,1413,Y,1430,0,1430,0,0,2,0,3,1,6,0,Attchd,2001.0,2,605,6,2009,187100,VinylSd
9101,Mitchel,1Fam,1978,1978,104.0,1097,Y,1110,0,1110,1,0,1,0,1,1,4,1,Attchd,1978.0,2,602,7,2009,165500,Plywood
6300,OldTown,1Fam,1914,2001,0.0,742,Y,742,742,1484,0,0,2,0,3,1,9,1,0,0.0,0,0,6,2008,128000,Wd Sdng
9790,NWAmes,1Fam,1967,1967,0.0,1372,Y,1342,0,1342,0,0,2,0,3,1,7,1,Attchd,1967.0,2,457,9,2009,161500,BrkFace
10800,OldTown,1Fam,1915,1950,0.0,686,Y,966,686,1652,1,0,2,0,4,1,7,0,Detchd,1961.0,1,416,6,2010,139000,MetalSd
